ID Маркета;Исход первого входа;Цена первого входа;Признак Risk-Free;PnL (Сумма);PnL (%);Вложено всего
0x002e245fd3475a5e1b13677c9547ca01743d34fb3713500fdd629fc22cc3f0e6;Up;0,56;Нет;-2221,00;-11,81;18803,39
0x005333f0656144d60b92a99703257cb71e5672c81b03f21095e01850c2fdc030;Down;0,45;Нет;-251,79;-10,04;2508,01
0x00c72b51747cbdaae3da039447f0be805bb88f776c245b9deead36d23801161b;Down;0,60;Да;307,03;25,48;1205,12
0x014238ff4c593978c81be0de4fedebd2251a335fa7e2bf41fb058ff361587b89;Up;0,53;Да;196,20;89,20;219,97
0x0142aa9da9562390cfad2a250a9e099431e2eae23256a2ec3cf5a13105e7b229;Down;0,69;Да;148,44;9,84;1508,51
0x01cafca7d845c173524f280c91ef303622ca6bb3e578cf10a787a4255dbb5c29;Down;0,40;Нет;-17,25;-9,20;187,51
0x01e135daf300c2b74adef8483919567a9e9031e91f27526ae40f8e519656c09e;Up;0,50;Да;145,10;23,10;628,03
0x01e26c29b0cdb3e893fdc0f25bd9f72268cca17c4407652d870c76eca6e7b18d;Down;0,49;Да;844,30;8,85;9544,72
0x02271a45bb2bf26ac429f846984dda6b3093d270a7830c988ecb04d1ee51f5be;Up;0,43;Нет;-79,04;-3,94;2004,96
0x02510fd85b64ed1c7ec74086f2ed1a43d2bf73210ccfed77dcc0dc0e802a33c3;Down;0,54;Нет;-182,16;-23,14;787,04
0x0375741885c5be654d8fa64e06296d9c2da848eab2ea29e75cb743a35fec3d94;Up;0,56;Нет;-511,03;-6,47;7897,56
0x039cf7600541bacb0b459501f31a8a802bc11141de94b41c698276780468c890;Up;0,53;Нет;241,35;6,53;3694,67
0x03bbeaed02b50db683071066deddaefa1df8d22b8a970f64627a9a1279c7810f;Down;0,52;Да;620,70;19,66;3157,09
0x03c7383c82925745c9def1f02afb03274ef2281214e07baf7c2b78b380d2e56a;Up;0,37;Да;300,37;12,52;2398,95
0x042402ea3e03279d7ce2ed561f5ee7f7efe32c86be292ee1bbacceeb9214bd94;Up;0,49;Да;280,54;2,90;9677,01
0x047bf121383a63c9525c0d153e38f1923f565dbeb582ce7ec916206a142012ed;Down;0,42;Нет;-28,15;-10,17;276,79
0x04dd32fbf8363f9bac3297a154a47e0f680a6e162c5d3febed377e34b5f031dc;Down;0,65;Нет;-40,01;-11,51;347,51
0x0554ab7698b2825fdf43885c729757a95689fa0f054d75618e1c614fc4fc1a49;Up;0,40;Да;-3,80;-1,47;257,99
0x063387e08cbe0cdcf131d08e2bfcb936943e4b12cced8687bf5755b708b4a6a3;Down;0,52;Да;606,75;5,42;11198,36
0x067c286cd0a731f9a20570e463227052cbb1cc3aea0a3ad2f9cc37f4828f759f;Down;0,55;Нет;40,04;18,24;219,52
0x06b92a28bb45098da3e9d3ba7484b94656c2bc28af1db6f14a9d10f924b0d70a;Up;0,37;Нет;-50,71;-15,23;332,96
0x06c20b6a73a4064834adb32efbd89ae52aeda980cd669d5fda4026c3da684bfa;Up;0,55;Да;73,52;11,10;662,33
0x07744d587a66e1f27c355438312a097d8ccec8aa1a286d796566e34b2476ff1e;Up;0,54;Нет;-27,12;-0,52;5181,07
0x07afeeb74e5a60ebe07127253ef2766867fd5ec623eff2499438486900ffc320;Up;0,20;Нет;-116,04;-3,38;3437,29
0x07ce66d4f3a350987bbd62f53fe8e1d7a732b116d6ab225e9fb46f3e531980e9;Up;0,47;Да;-14,27;-4,88;292,52
0x0821fd539b8748c4c14f4a8624abd290bfd2f84d951330a4aa4246208849d38f;Up;0,59;Да;81,97;14,13;580,05
0x083dcc57808df720705c51c4c1017b3c2dbcb792f76cd23f9e35d3ba50705c54;Down;0,57;Нет;157,34;48,13;326,89
0x0927b2fe8a84cd948dc7941f6a324791c3c5e98b865f30946ee56ee53cf9852a;Up;0,58;Да;623,68;12,84;4858,23
0x096086af5eacf99a878d725042106ad85988a46a8926cee42f4af82744ecf6f3;Up;0,55;Да;30,49;7,96;382,94
0x0994d30255f190c71a2c88f539f1af80457d75c88d448b108b14589bd5f30c26;Up;0,49;Да;463,37;19,28;2403,91
0x0a0dd1a4321d11e1cddad99aafc1bf6123dde47f54a604bda0b3389c33fc3401;Down;0,50;Да;357,39;3,94;9067,28
0x0a1f3374e6e865d5468d890fbedc70914125936eb65a1adc5e24623d8fd7279e;Up;0,47;Да;21,33;12,94;164,80
0x0a6b31df1cddc12c47401f7aa65e13e3854609fb1cad94ef02e8ae7228bdcd55;Down;0,57;Нет;-77,38;-1,97;3921,96
0x0a810746d770f03f9cb3cce532e50c2faf1dc636c0b01031305d1e4a9006cc3a;Down;0,66;Нет;462,04;10,09;4580,74
0x0b648aecf576c193c1868fb7d67d468953391a4311b82d4f28ea4936e8a6b510;Down;0,48;Да;-23,92;-10,97;217,95
0x0b77ec14bb6a29350de6825f6d36ca208714fe8a0d9bf6ee861c37d161e719b4;Up;0,51;Нет;46,45;14,26;325,71
0x0bd3594a0b49022f611c89234763d0db93205f7a0a74171cbfe9543498c7a86f;Up;0,38;Да;10,05;0,44;2286,04
0x0c705fc66f2d9011abb40c18927313fcab077752c733adc0c96989b1ba392c1f;Down;0,55;Нет;-296,56;-7,33;4045,74
0x0c7ed4aec04ce85c7ea0fcab7a618015b000b50b603e84a94284a4967ecdc228;Down;0,60;Да;438,32;13,63;3216,88
0x0c8eb86147db015cdc6b9c538e90aa0441d648904ebf434a1a652eafee9424ff;Up;0,54;Нет;-314,37;-9,37;3354,16
0x0c93d1c81f8e6c3abf8bc2f65eec51bc5f3023b3e142d5476a1c16147b3ad5fb;Up;0,50;Да;122,66;5,09;2411,86
0x0cfd3a709ece83367c5e05cb0c01336bb0fb77456af5a615a9a00de9265abeca;Up;0,55;Нет;-54,97;-7,79;705,67
0x0d5b27d0ae7be3a4d0abd75e543572109719b692d1cc3545ae7e83082d823cc1;Up;0,61;Да;-449,55;-8,24;5453,04
0x0e540d6e8a4f074c79da5746b2e396b6a62b97598cfbfce6435dcb37a3dc02c4;Down;0,69;Нет;-43,16;-9,88;436,63
0x0eb976907f0a59b711dffee2e31bb22fa4bbc18d25e3243cad5fde945cde83ce;Down;0,38;Нет;10,06;1,67;602,84
0x0eee58af56d1e8d3869cfaa478e825e0a12ff7e52688d34233280d68114353d3;Down;0,46;Да;687,09;30,47;2254,72
0x0f3cf3a6d07ed150a1e4ed59425d59ad4bf604c4663a5cd40527f06a2574c98b;Up;0,46;Нет;-152,24;-19,33;787,65
0x0fbe6cc636e8103ed1d1405d07575f76236f8d704c37fb84a1e2071f41e35766;Down;0,48;Нет;467,54;22,66;2063,16
0x0fc2f085a3f76378710fbefd7fb1745f9dbf18494ef35b0358682d7ef4dd0a64;Up;0,65;Нет;1445,46;41,41;3490,19
0x0fe7f770801aeea49cc7325961c816e59b4ba82b5e770d3286766fb465498595;Up;0,48;Нет;-429,85;-10,35;4153,94
0x1053f5bc426d43b9d033dee1fab6f8c07d7c5bd7babfcd21e9864a783f8f468f;Up;0,36;Нет;-49,04;-10,66;459,99
0x1088183ce0267646c63235b6f7fc96e4d1890caa5c7a9cce5da5b7d74781809a;Up;0,42;Нет;-34,94;-4,12;848,64
0x11767d138275b8bd1d992b9a04c978f8369d935af509222778b512a5ce8eb694;Down;0,21;Да;2,28;1,73;131,70
0x117e0b87c42961aecaed5cc0232b1843452c7ca324b3530fd0252e8fb7d73def;Down;0,01;Нет;-12,06;-100,00;12,06
0x122d6cd0d42cb974f5d7c61ade6462648f331f9d9217103d0c1ae11257643bc0;Down;0,85;Нет;181,52;12,42;1461,09
0x145073596cc306f4d1c8fd9c3d7e119f624fe43b4808747b211d8030cbba7072;Up;0,62;Да;11,57;7,16;161,64
0x15003c07ae2d5883108e9b1e57ec60b1d28c472075d5f49e312c26c133bd0b68;Up;0,47;Нет;-37,16;-6,56;566,19
0x15e9fcced0fde595b112ebf70bcbd98af9eb74930e7508600ffd5a5910528b93;Up;0,57;Нет;-115,48;-5,72;2018,15
0x16870ee1609a4173fd130179d8483b6328c634bf4775bfe4aa971c5799430cc4;Down;0,47;Да;73,76;1,78;4144,10
0x175e6fae9d3d1fddb07df06a60dfe7ac6fe4fe1891167a3276606bcd3022fd2d;Down;0,50;Да;63,90;21,38;298,86
0x189d6569c1d091ddddeb9b52a66b46240418c5ad961037075b435d76b2ef5672;Down;0,52;Нет;366,16;15,08;2428,81
0x1907a18fcf628f3dc2e993d6c1e1315b579dcdea6d64d3b3f0378143512682e6;Up;0,29;Да;4,22;1,52;277,18
0x192f8a45845d571ea85f32d2a5a4584fa8fc7a72118bc2cea50e7f79b6338af8;Down;0,55;Да;13,68;6,94;197,19
0x194bc96be8d692e1938405ce845f0990b15d16dba9ceb536925f5b2393d19f85;Down;0,57;Нет;-641,27;-27,23;2355,21
0x1a2980cd10d3c07f5dfc8eb41a4adaf79012167ca00d98bced248a03ad5f55da;Up;0,22;Нет;-119,93;-20,32;590,16
0x1b8c7e2b61a80edf8da81684105e2e742a7da056872b0942173adef0f1a43356;Down;0,47;Да;103,03;8,12;1268,96
0x1b9ed7ae401c844abd47bd4abc0bea0efbe92c0bcc14b819eb043832f6c10e8f;Down;0,39;Да;59,80;19,71;303,33
0x1c0849e32c14c027b20cd5cad067be858d15e6fa6b5e5ae9b5089cc648435675;Down;0,48;Да;986,66;31,73;3109,71
0x1c9a6200c257913b17127ddcdab1cb5f2aa6140c9f934a98eab11f480fe67351;Up;0,50;Нет;30,92;6,82;453,53
0x1c9b88798b0b72c8e4e0c2f4e759d82b5f124eabdecea075816c3f226d5ae020;Up;0,56;Да;-4,93;-0,79;623,46
0x1cc1d001dea391050195642d503ef93461aa9263ce010be79d987389141b9b09;Up;0,39;Нет;-25,38;-22,19;114,38
0x1dde7fb80193d2c3c1bc047b1c5767e230a7cc0cdff36fb5a3e80e6b2dab48b9;Down;0,30;Да;68,26;17,99;379,37
0x1e0d28570c2fb29f423e1e2ec1bec327bcde9400f9d4c6dd6bfa1a5aea69aff9;Up;0,34;Да;2,35;0,04;5449,15
0x1eb726ad8b7a0b97cb74d71d2c72fa435caba5b57c8bb0e0cba356819c4eb329;Down;0,42;Нет;-50,58;-12,14;416,74
0x1ec44cc49a85f4413ca2d853749b476cdcea21ace4f8ae83890191cb6dacf1dd;Up;0,56;Нет;-282,00;-27,62;1020,85
0x1f4d1214d47abd9fc3b7888458fe04de21562fbc9601a3b3c701354965313883;Up;0,80;Да;-9,35;-5,14;182,00
0x20394a0e2d349d9cc25ad7072cdee3dffaf934fe174c4cb684e77e9004a82e1c;Up;0,22;Да;-152,71;-5,46;2794,66
0x203cf5089d8cdbc398d1d04b93967094e01d4e5694da07ce03e599288c232fc1;Down;0,96;Нет;10,47;4,96;211,02
0x211c89c9e6e169d2f8e4215fc4a2a6390424e18752fd995da0efc20efa9116cf;Down;0,51;Да;-32,26;-0,43;7547,58
0x219bdcaa802dde57f51a470fbca31bc42b89e9d191707691f8733bf1c433a37a;Up;0,49;Нет;-182,77;-37,14;492,15
0x22a405b5631d98677e8831613bbdd6855ff5a3aed4c6bfa9ad67c57b5ead881e;Up;0,52;Нет;-135,62;-17,55;772,75
0x23955e2bf3e67ba50f6293c356a3e169048569a06642492b3a4d75c427ca7b54;Up;0,49;Да;306,39;26,77;1144,50
0x239d776d9a2f92aed6a5f80fce37bde8d0d8d628907d0a124f5d069915b7106a;Down;0,51;Да;123,82;3,35;3697,71
0x23cabc988062854d7899049b47a0b5bdfb2536dc638e58995709b867c5e2232d;Up;0,42;Нет;-3486,89;-37,52;9293,39
0x23f19895d7ba926f286803b2f65d6c419b844dcde9443da07a15fec817903595;Up;0,46;Нет;-63,59;-14,64;434,42
0x23f34f15531227775fe3ae4f9f0bd596afb875146ca0feb6a12a8c48ded65123;Up;0,51;Нет;1211,76;51,90;2334,79
0x245b26d2524a31ba20a0f55581ed11f24d086969002084d376637fcb463e403b;Up;0,57;Нет;141,73;5,66;2503,77
0x2486077252b4f709e7642ed77c1813f917545703a87c897cd4334197f398d339;Down;0,80;Да;221,20;12,40;1784,47
0x249c63bb4955f90c2c50ccb9d3d0609c44dfe1dba6068c2e912bba7dcb63771e;Up;0,67;Нет;535,21;13,01;4114,62
0x25ea01f1ed8d652290c7c1838c67a8009de902443638ddadba1719101346052a;Down;0,34;Нет;-163,76;-31,61;518,07
0x26531de1c8505f8b73619f788cc96422c9f7af0873d83f02403d405face78128;Up;0,35;Да;-12,17;-1,62;751,86
0x26aac9e39a3cc77c08d5378d3e8070497d8cf0c146ce829bbe4ecf03ce410775;Down;0,54;Нет;216,59;43,16;501,87
0x270adab3597b919e123b2492c0b834e6a286ab869fef744e928cc25b90414ee5;Up;0,53;Нет;260,85;34,69;751,86
0x28599792044b4f020f9ba05966e559e7feaa1d9d449ddf8e30a7783f60e950c4;Down;0,43;Нет;-214,73;-8,97;2394,14
0x2874fb4c1ef9628727edfb306f9fa424d5fdfc861829c5b9f06cdc535058fe5c;Up;0,41;Да;48,36;12,45;388,59
0x2950accf605984923beb7deb05faa30f7fa3fa05211079d3956fc9f0704b5407;Down;0,34;Нет;-8,58;-1,64;522,97
0x29c74e930ae4581c6298607208e194713da81469f49c9086741e670f3d340eff;Up;0,56;Нет;-97,57;-1,49;6554,15
0x2a04b795d0bd29790969adf322aa2aaab2b4728f7deef0524290aa65950f48b8;Up;0,56;Да;1287,76;67,47;1908,51
0x2a21a1947e008eaff586876e59f5c17985f3485cf4bc587a1a89ad871a871fac;Down;0,54;Нет;-2031,40;-16,04;12663,62
0x2b340b0c8b57ea08170f145f0ee97c1e84fd7ffb9863e0c09191f03d2de0ba73;Up;0,43;Да;218,93;7,68;2850,60
0x2b4beca5623e27f405b5955e3941e562b52271ceea245b0c995557bacf225a61;Down;0,41;Нет;1041,46;16,18;6435,38
0x2bac1e5e7e474454dc3d5fa40ce6a7fc33f587fcaf3fd092e5bc77d2ed0a3d20;Down;0,47;Нет;7,62;2,22;343,72
0x2c08b482e7866c6af995d63b5c98b930221cc836d0a73254809395b9f0b9ee0b;Down;0,51;Нет;15,71;4,42;355,59
0x2c5bcfadcf455a667f4759786116732067366be2f1be0dc29a7fd81013f2a468;Up;0,44;Да;201,33;36,46;552,23
0x2cba55242f855d7d52b3f1fa8bdfed7309b8a17fa5ed98d8dfdd787d7fec8f0b;Up;0,53;Нет;-62,90;-2,54;2481,40
0x2cc8ec38aaecca3b9b909f18a938592b187052ee2cc2f685b7a0129ba0296329;Up;0,61;Нет;-13,19;-4,29;307,31
0x2ceec481d5ea74e30145ae8e5854fbaf0f8f8758cbf586bb08e91f14ab739c70;Up;0,48;Нет;-28,72;-3,85;745,79
0x2d24332a891b62a5b1d32cae1032a084c5e1e6026927c72794b75a14f0240296;Up;0,45;Да;29,29;2,35;1246,44
0x2d43cc367568e054c0eb087e90b0af1c789c08b2359f0533fa68b494bb2084c2;Up;0,54;Да;-83,22;-9,69;858,94
0x2d515131012a908a7cc24ff34ea522dfca2a7c1179a43563d5e8733a7f633738;Down;0,45;Нет;17,79;11,42;155,69
0x2e91893de34aa13340122b7b5239e70c76beb186f424102cadc51741784ca74f;Down;0,52;Да;442,37;49,24;898,38
0x2efeb54558c54d1b1c3c9df78fa7f62e7f717c015d0f41540d6d4323edbf4505;Up;0,52;Да;-4937,42;-43,42;11371,63
0x2f07d996841a11b6473631c2d090dd46d626c00d8c9ba2ba696605bda07cbb87;Down;0,52;Да;69,73;30,25;230,52
0x2f26ce3dbd9a382d495d27759a3ccb0d53b782a82a0322090fac5f2a0a98f7dc;Up;0,61;Да;380,89;7,51;5069,79
0x3032be18f6483c4f0ccfb2e41d371440b9bd6c1af0455d8166404c6c053bf88c;Up;0,32;Да;106,12;21,61;491,08
0x30d6ce8abe35e278912f7a1a525c8f708432baa5eb060d2d5f1b03f831192048;Up;0,50;Нет;249,95;24,25;1030,71
0x313f9af716626bcbfbacc6fa3b404c4c69d7c654a30f926d2492c180801fb3de;Down;0,55;Нет;241,41;2,23;10803,70
0x31da28e8f2c9b985ddd9f8175e41bed731f0d62e8b033f398b90a9c75f609fa0;Down;0,62;Да;1148,55;30,82;3726,49
0x326f53949919af3d944f94e7ef68aaaba498fe903b7b81bc04038535f9a9dc32;Up;0,28;Да;15,99;7,74;206,68
0x32bb99f8f5f756fb59aac56b8a333407d3ba648ac7e52c8538829a97cbb1801d;Down;0,38;Да;119,34;28,63;416,84
0x332de29543f4820ee5c706f8fadf9f1c1b2ff77ceb9130ee83149f9fe1b4339c;Down;0,60;Да;-448,43;-2,92;15382,31
0x333a7f04b40e90e0e34d7678005cf3cc1b30855fee0af2350dbe8125dfcfea47;Down;0,60;Да;113,92;4,54;2508,91
0x33564eb8fc787520c13c5192c69dd9958aefe885ba85be9ad539a6de04671a2c;Down;0,52;Нет;83,01;24,05;345,22
0x339465569789c7840410fb9c88cf75d4da1d041fc762ae4b0cde71fcbcad0d86;Down;0,55;Нет;396,98;65,03;610,48
0x33955c25d37ddd564145f1202dad12afcafe6df9c564dffbdbe420589cd42dc4;Up;0,46;Да;-17,32;-2,56;675,53
0x33b1c085d851d50a34e022814bf71a429c02e07f530a16fe8061784f7288cfbe;Down;0,35;Да;93,60;16,57;564,91
0x34224c8ebd5f6a95fad488d5bfabeb035a5a7eaeb53e78bbfd2de89f64f8b8b9;Down;0,42;Да;-23,06;-0,36;6337,93
0x3426b1b30d9dd0d876f63214c1159ebb4a4b70926ea6e70641d51c88278d579e;Down;0,44;Нет;-58,59;-2,21;2647,67
0x347baf9fd5b9a336ae49e5cf6d89f11002f82158651f52c0b62d118e3079f059;Down;0,54;Нет;-54,98;-4,18;1314,86
0x349aacc2ea9bedd1c790c5c9b2f353ff687e460df0df495c4007d343bcf9f744;Down;0,26;Да;2,88;1,65;173,91
0x350869692ace49c9af45ff018e71b95f2eddadc7b92c4c0183057886444e21a4;Down;0,59;Нет;-194,38;-21,20;917,02
0x36269556347d0a869072c98af6aaf59791f130563053e8757640f539c5b616b4;Down;0,53;Да;113,48;8,19;1385,28
0x364b4f74c4cbc9c06a71eaa9b42d2b2980326d6b2e101f251a9531c1aad21b51;Up;0,27;Да;34,42;3,58;961,11
0x367630900a32e6050521fb0d36dd5ccb6aee931a66da28936fb61387dc384489;Down;0,51;Да;131,74;3,69;3568,51
0x36766e7bd78801b7d457c1af28d2a2dce3787929b3d0ecaedcc5d2af2027457a;Down;0,55;Да;46,42;12,07;384,55
0x36aa575759f8cb8333a339e3378ac4d0d05a5a096625ca7e473eb18e814e537c;Down;0,56;Да;-232,54;-11,14;2088,15
0x36ae5d1b7d9e882e9ccd2f98a25a80c9c09c0724294dec055e78b539e5bfff26;Down;0,44;Да;1076,90;26,00;4141,98
0x374443eba1f7fbab9c506f3d98ae038b3a481c551674f1c2b7d2632bd2d250b8;Up;0,54;Нет;-37,53;-0,55;6862,74
0x378663ca8d8ee5b3caebb4a5e2bd506adb310b8fbbf1bca1910f25a3ffbe74c4;Down;0,90;Нет;27,00;7,05;382,70
0x378ad2d2b8cf22b9af1d5dc6547dcedbb03b73aa18317106a1a6c041dded36bd;Down;0,42;Нет;-56,14;-9,98;562,60
0x37940f4f71de7c509040a6e3f91a91592a30911b2277244f3244fde9b3acce0c;Down;0,39;Да;43,58;19,59;222,45
0x388648c23a60b26c751228dce38e409ab124d4c6369d68efb276d831055d5c38;Up;0,38;Да;-11,39;-6,52;174,54
0x38c961ddf910fbe10f34415550c3edf3d867d8510bcf4885001903106f997228;Down;0,50;Нет;-424,81;-7,23;5873,88
0x3a9c52c30169521d6aa5aed69ffc76391110cb3091587592a9496884cf54f63f;Up;0,48;Нет;-264,62;-67,96;389,38
0x3aa1c2129153e51c44d2c5dfad5448c9f988f1fe4afdfce95a3882410550b781;Up;0,50;Да;319,84;18,73;1707,80
0x3b16d52a85a85906b3927e1364cf6201c6b54d91ab2e1c1faf41fa3651288bee;Down;0,42;Да;1052,43;36,95;2848,31
0x3b68bff12b3a4ca9f6d70c2d337335ba4adf4334092f955e69801b0d66ed604d;Up;0,54;Да;274,25;16,29;1683,68
0x3b9540b187a1c25081a67af5fee68bd41667f39bd001df7c0e82771ebe663c7c;Up;0,55;Нет;-27,36;-10,81;253,21
0x3bcc0e5d74f5bd688c957dc2e47f21a1c61b69b2a1fbebf5e296cc98779722e1;Up;0,55;Нет;-65,31;-18,10;360,86
0x3c16bf52aba5aa063a2775e3bc7f0c435f0e9d7fa82a9fe10419468110d9b72b;Down;0,35;Да;-115,54;-4,14;2789,50
0x3c247103542f24105ad46c0e7dfb36cbcf613547fa05277b3f3fdde1b722d319;Down;0,59;Да;931,13;31,49;2957,08
0x3c363169c459f614a04f888e0aae353b5c9ab687edea018a8ca9771d078fa56b;Down;0,95;Да;12,51;5,17;241,78
0x3ce038ba2e90ebfc13e1b228e8a17f8f3ebcae5e3458884f4ba3051a6c35c114;Down;0,45;Да;-48,36;-31,47;153,67
0x3cedf9c7a225dc31eabf27ef637438d6c1b9de9e36b06410c196a491b8df91f8;Down;0,37;Да;283,77;20,98;1352,40
0x3d11764d793cff11a8f13602db0be785b35697158b37be8b2b6935da02a69def;Down;0,53;Нет;247,70;21,86;1133,07
0x3d6f22d86a52b079c17f4ae001c392f58c9a6dd7b1b0e7394dd2d6f994ab6119;Up;0,58;Да;65,20;3,94;1654,45
0x3dd843f689116898b888c3212b71accb406c52bf4371b0e1c00c71f00737f2ed;Up;0,42;Нет;-182,38;-15,46;1179,72
0x3ebb4b0f02968a54c9cb7e7f36b33dd6e80256655470f6c6053a29dffb96eab7;Up;0,51;Да;1216,62;49,82;2442,11
0x3f059868264d215aa989622bd282a7b683ee73e233395d787f8c6fd2c62eedbd;Up;0,34;Да;316,42;7,63;4149,75
0x4017080353734d63b473c6dcdf582e29964afdce5df953aa90be8b56d5243881;Down;0,49;Нет;-65,20;-16,42;397,07
0x402bf5f3ebb992a12c4148d829182915b41e1bc487bec6d5183353a94b6f7e1f;Down;0,42;Нет;-41,48;-9,97;416,19
0x41d60749ee22fa56d2b144ddf18e5ea4aebad1366c58c19f6413a1611eda55e2;Up;0,54;Нет;-314,82;-28,90;1089,44
0x42418d68f10246b4c6e6b3056b7297c809bdea8e11fc45741a1cdeef50ae6b3a;Down;0,54;Да;53,54;23,71;225,78
0x4319b39f034740e845217549ea065993a465325c6567259b0ed593a4cd84aab9;Down;0,42;Нет;-4,46;-2,04;218,56
0x434ecc896fdefb478c8c303c05be42168778321428f4ceaf407db13573db651a;Up;0,35;Да;500,98;42,63;1175,25
0x43b5104097f6aff6207a2bf9ebbfdf0f2397e6d2e501cc5fc5d0929b89f579cc;Down;0,39;Да;561,33;10,42;5388,46
0x44d24b40bbfe26722388160fe88f4de85d3519c4462662ee0eb4051dfa9a098d;Down;0,50;Нет;-1256,00;-15,01;8368,02
0x450d2b760dd1eecb1e3255adda1049be053b035511b6c17c331b0742bd469f07;Down;0,50;Да;55,42;23,66;234,20
0x451ca3b7a412a32f4e60785f735b05cb9d0a496c681ddb4e16aeb0a54796e591;Up;0,41;Да;-148,96;-10,59;1406,89
0x462fbd57f0ca07ad5cfe31fc796ba11f161cfc2094a5411b7af879dda886974d;Down;0,51;Да;303,27;43,94;690,24
0x46320e7134892f30233543ab6aff490423eb887c4c984214148d4abdf67f7524;Down;0,52;Нет;-13,33;-0,93;1434,75
0x46702375115ba7e4f9de7b3609fdfb8738785d05a62b484f241df4b464628c03;Up;0,39;Да;648,02;32,44;1997,67
0x468a96863a2da09cbff6b3d7df7cd50571a578164671f6d8c2de8c6724214902;Down;0,38;Да;132,21;5,46;2420,41
