Entry Price;Hedge50 Profit;RF Profit;Arb Profit;Budget Limit;Risk Threshold;Target Loss;Total PnL ($);Total Invested ($);Wins;Losses;Total Markets
0,35;0,01;0,15;0,25;105;-0,4;-0,01;226,19;24953,78;321;70;391
0,35;0,01;0,15;0,25;105;-0,3;-0,01;224,10;24955,87;321;70;391
0,35;0,01;0,15;0,25;105;-0,4;-0,08;223,90;24876,84;321;70;391
0,35;0,01;0,15;0,25;105;-0,4;0,05;223,03;24898,49;323;68;391
0,35;0,01;0,15;0,25;105;-0,3;-0,08;222,32;24878,42;321;70;391
0,35;0,01;0,15;0,25;105;-0,3;0,05;221,50;24900,02;323;68;391
0,35;0,01;0,15;0,2;80;-0,4;-0,01;89,49;19597,69;315;76;391
0,35;0,01;0,15;0,2;80;-0,3;-0,01;82,30;19611,87;315;76;391
0,35;0,01;0,15;0,2;80;-0,4;-0,08;67,36;19438,92;315;76;391
0,35;0,01;0,15;0,2;80;-0,3;-0,08;61,35;19444,93;315;76;391
0,35;0,01;0,15;0,2;80;-0,3;0,05;60,06;19045,08;316;75;391
0,35;0,01;0,15;0,2;80;-0,4;0,05;59,19;19045,96;316;75;391
0,35;0,01;0,1;0,05;105;-0,4;0,05;38,76;14701,34;359;32;391
0,35;0,01;0,15;0,05;105;-0,4;0,05;35,93;14770,50;358;33;391
0,35;0,01;0,1;0,05;105;-0,3;0,05;35,16;14704,94;359;32;391
0,35;0,01;0,1;0,05;105;-0,4;-0,01;31,83;15107,99;355;36;391
0,35;0,01;0,15;0,05;105;-0,3;0,05;31,73;14774,70;358;33;391
0,35;0,01;0,1;0,05;105;-0,4;-0,08;28,82;15035,26;358;33;391
0,35;0,01;0,15;0,05;105;-0,4;-0,01;28,78;15177,37;354;37;391
0,35;0,01;0,1;0,05;105;-0,3;-0,08;27,22;15067,19;358;33;391
0,35;0,01;0,1;0,05;105;-0,3;-0,01;26,44;15173,97;354;37;391
0,35;0,01;0,15;0,05;105;-0,4;-0,08;25,60;15104,81;357;34;391
0,35;0,01;0,15;0,05;105;-0,3;-0,08;23,46;15137,28;357;34;391
0,35;0,01;0,15;0,05;105;-0,3;-0,01;22,94;15243,80;353;38;391
0,35;0,01;0,05;0,05;105;-0,4;0,05;13,06;14631,22;359;32;391
0,35;0,01;0,05;0,05;105;-0,3;0,05;9,05;14635,23;359;32;391
0,35;0,01;0,05;0,05;105;-0,4;-0,08;3,63;14964,63;358;33;391
0,35;0,01;0,05;0,05;105;-0,3;-0,08;2,33;14996,26;358;33;391
0,35;0,01;0,05;0,05;105;-0,4;-0,01;1,75;15042,25;355;36;391
0,35;0,05;0,05;0,05;105;-0,4;0,05;1,12;15440,33;356;35;391
0,35;0,05;0,05;0,05;105;-0,3;0,05;-2,17;15443,63;356;35;391
0,35;0,01;0,05;0,05;105;-0,3;-0,01;-3,49;15108,08;354;37;391
0,35;0,05;0,05;0,05;105;-0,4;-0,01;-6,46;15693,00;355;36;391
0,35;0,01;0,15;0,2;105;-0,3;-0,01;-10,89;24241,93;324;67;391
0,35;0,05;0,05;0,05;105;-0,4;-0,08;-13,18;15645,05;357;34;391
0,35;0,05;0,05;0,05;105;-0,3;-0,01;-15,14;15744,02;354;37;391
0,35;0,05;0,05;0,05;105;-0,3;-0,08;-16,94;15666,37;357;34;391
0,35;0,01;0,15;0,2;105;-0,4;-0,01;-22,06;24221,27;324;67;391
0,35;0,01;0,15;0,2;105;-0,4;-0,08;-25,17;23809,65;325;66;391
0,35;0,01;0,15;0,2;105;-0,3;-0,08;-28,38;23812,86;325;66;391
0,35;0,01;0,15;0,2;105;-0,3;0,05;-40,49;23123,93;326;65;391
0,35;0,01;0,15;0,2;105;-0,4;0,05;-42,08;23125,52;326;65;391
0,35;0,01;0,1;0,25;105;-0,3;0,05;-46,47;23879,41;327;64;391
0,35;0,01;0,1;0,25;105;-0,4;0,05;-46,47;23879,41;327;64;391
0,35;0,01;0,1;0,25;105;-0,3;-0,01;-53,55;23872,45;325;66;391
0,35;0,01;0,1;0,25;105;-0,4;-0,01;-53,55;23872,45;325;66;391
0,35;0,01;0,1;0,25;105;-0,3;-0,08;-54,82;23857,50;325;66;391
0,35;0,01;0,1;0,25;105;-0,4;-0,08;-54,82;23857,50;325;66;391
0,35;0,01;0,15;0,25;80;-0,4;0,05;-62,97;20220,27;310;81;391
0,35;0,01;0,15;0,25;80;-0,3;0,05;-63,02;20220,32;310;81;391
0,35;0,01;0,15;0,25;80;-0,3;-0,01;-64,07;20224,74;308;83;391
0,35;0,01;0,15;0,25;80;-0,4;-0,01;-64,21;20224,88;308;83;391
0,35;0,01;0,05;0,25;105;-0,3;0,05;-72,63;22421,57;340;51;391
0,35;0,01;0,05;0,25;105;-0,4;0,05;-72,63;22421,57;340;51;391
0,35;0,01;0,15;0,25;80;-0,4;-0,08;-73,14;20217,05;307;84;391
0,35;0,01;0,15;0,25;80;-0,3;-0,08;-73,79;20217,70;307;84;391
0,35;0,01;0,05;0,25;105;-0,3;-0,01;-77,88;22418,49;339;52;391
0,35;0,01;0,05;0,25;105;-0,4;-0,01;-77,88;22418,49;339;52;391
0,35;0,01;0,05;0,25;105;-0,3;-0,08;-80,67;22411,65;339;52;391
0,35;0,01;0,05;0,25;105;-0,4;-0,08;-80,67;22411,65;339;52;391
0,35;0,01;0,1;0,05;80;-0,4;-0,01;-88,15;13682,62;346;45;391
0,35;0,01;0,1;0,05;80;-0,3;-0,01;-92,03;13723,20;346;45;391
0,35;0,01;0,1;0,05;80;-0,4;0,05;-93,08;13431,95;351;40;391
0,35;0,01;0,1;0,05;80;-0,4;-0,08;-93,13;13648,95;350;41;391
0,35;0,01;0,1;0,05;80;-0,3;-0,08;-93,54;13659,30;349;42;391
0,35;0,01;0,15;0,05;80;-0,4;-0,01;-95,17;13689,64;345;46;391
0,35;0,01;0,1;0,05;80;-0,3;0,05;-95,99;13434,86;351;40;391
0,35;0,01;0,1;0,2;80;-0,4;0,05;-98,59;18681,69;320;71;391
0,35;0,01;0,1;0,2;80;-0,3;0,05;-98,64;18681,74;320;71;391
0,35;0,01;0,15;0,05;80;-0,3;-0,01;-99,05;13730,22;345;46;391
0,35;0,01;0,1;0,2;80;-0,4;-0,08;-99,51;18672,51;319;72;391
0,35;0,01;0,1;0,2;80;-0,3;-0,08;-99,97;18672,97;319;72;391
0,35;0,05;0,05;0,25;105;-0,3;-0,08;-100,09;23672,73;337;54;391
0,35;0,05;0,05;0,25;105;-0,4;-0,08;-100,09;23672,73;337;54;391
0,35;0,01;0,15;0,05;80;-0,4;0,05;-100,24;13439,11;350;41;391
0,35;0,05;0,05;0,25;105;-0,3;-0,01;-100,26;23682,49;337;54;391
0,35;0,05;0,05;0,25;105;-0,4;-0,01;-100,26;23682,49;337;54;391
0,35;0,01;0,15;0,05;80;-0,4;-0,08;-100,68;13656,50;349;42;391
0,35;0,01;0,15;0,05;80;-0,3;-0,08;-101,09;13666,85;348;43;391
0,35;0,01;0,15;0,05;80;-0,3;0,05;-103,15;13442,02;350;41;391
0,35;0,01;0,1;0,2;80;-0,4;-0,01;-105,85;18684,27;319;72;391
0,35;0,01;0,1;0,2;80;-0,3;-0,01;-106,86;18685,28;319;72;391
0,35;0,01;0,05;0,05;80;-0,4;-0,01;-108,34;13622,66;346;45;391
0,35;0,05;0,05;0,25;105;-0,3;0,05;-108,94;23632,04;338;53;391
0,35;0,05;0,05;0,25;105;-0,4;0,05;-108,94;23632,04;338;53;391
0,35;0,01;0,05;0,05;80;-0,4;0,05;-109,21;13367,93;351;40;391
0,35;0,01;0,05;0,05;80;-0,3;-0,08;-109,59;13595,20;349;42;391
0,35;0,01;0,05;0,05;80;-0,4;-0,08;-109,73;13585,40;350;41;391
0,35;0,01;0,05;0,05;80;-0,3;0,05;-112,37;13371,09;351;40;391
0,35;0,01;0,05;0,05;80;-0,3;-0,01;-112,82;13663,84;346;45;391
0,35;0,01;0,1;0,05;60;-0,4;0,05;-135,29;12572,15;341;50;391
0,35;0,01;0,1;0,05;60;-0,4;-0,08;-136,57;12644,91;338;53;391
0,35;0,01;0,05;0,05;60;-0,4;0,05;-137,87;12540,59;342;49;391
0,35;0,01;0,15;0,05;60;-0,4;0,05;-139,36;12576,22;340;51;391
0,35;0,01;0,05;0,05;60;-0,4;-0,08;-139,94;12614,14;339;52;391
0,35;0,01;0,1;0,05;60;-0,4;-0,01;-140,18;12648,38;333;58;391
0,35;0,01;0,1;0,05;60;-0,3;0,05;-140,61;12577,47;341;50;391
0,35;0,01;0,15;0,05;60;-0,4;-0,08;-140,69;12649,03;337;54;391
0,35;0,01;0,1;0,05;60;-0,3;-0,08;-141,41;12649,75;337;54;391
0,35;0,01;0,05;0,05;60;-0,3;0,05;-142,57;12545,29;342;49;391
0,35;0,05;0,15;0,25;105;-0,4;0,05;213,23;27608,57;314;77;391
0,35;0,05;0,15;0,25;105;-0,3;0,05;210,89;27610,91;314;77;391
0,35;0,05;0,15;0,25;105;-0,4;-0,08;207,11;27636,65;311;80;391
0,35;0,05;0,15;0,25;105;-0,3;-0,08;205,66;27638,10;311;80;391
0,35;0,05;0,15;0,25;105;-0,4;-0,01;203,24;27664,90;311;80;391
0,35;0,05;0,15;0,25;105;-0,3;-0,01;201,24;27666,90;311;80;391
0,35;0,05;0,15;0,2;105;-0,3;-0,01;79,73;26230,63;316;75;391
0,35;0,05;0,15;0,2;105;-0,4;-0,08;73,71;25963,71;318;73;391
0,35;0,05;0,15;0,2;105;-0,3;-0,08;69,19;25968,23;318;73;391
0,35;0,05;0,15;0,2;105;-0,4;-0,01;66,80;26236,25;316;75;391
0,35;0,05;0,15;0,25;80;-0,4;-0,08;56,94;22303,03;301;90;391
0,35;0,05;0,15;0,25;80;-0,4;-0,01;55,22;22323,64;302;89;391
0,35;0,05;0,15;0,25;80;-0,3;-0,08;53,41;22306,56;301;90;391
0,35;0,05;0,15;0,05;105;-0,4;0,05;51,53;15835,69;356;35;391
0,35;0,05;0,15;0,25;80;-0,3;-0,01;51,39;22327,47;302;89;391
0,35;0,05;0,15;0,05;105;-0,3;0,05;47,89;15839,34;356;35;391
0,35;0,05;0,15;0,25;80;-0,4;0,05;45,08;22282,69;304;87;391
0,35;0,05;0,15;0,2;105;-0,4;0,05;42,50;25189,75;319;72;391
0,35;0,05;0,15;0,25;80;-0,3;0,05;41,69;22286,08;304;87;391
0,35;0,05;0,15;0,05;105;-0,4;-0,01;41,61;16120,57;354;37;391
0,35;0,05;0,15;0,2;105;-0,3;0,05;39,79;25188,71;319;72;391
0,35;0,05;0,15;0,2;80;-0,4;-0,08;38,11;21273,80;309;82;391
0,35;0,05;0,15;0,05;105;-0,4;-0,08;37,53;16065,30;356;35;391
0,35;0,05;0,15;0,2;80;-0,3;-0,01;36,96;21466,71;308;83;391
0,35;0,05;0,1;0,05;105;-0,4;0,05;35,93;15745,78;356;35;391
0,35;0,05;0,15;0,2;80;-0,3;-0,08;35,45;21277,81;309;82;391
0,35;0,05;0,1;0,05;105;-0,3;0,05;32,70;15749,02;356;35;391
0,35;0,05;0,15;0,05;105;-0,3;-0,01;32,36;16172,16;353;38;391
0,35;0,05;0,15;0,05;105;-0,3;-0,08;31,87;16109,98;356;35;391
0,35;0,05;0,15;0,2;80;-0,4;0,05;27,66;20868,91;310;81;391
0,35;0,05;0,1;0,05;105;-0,4;-0,01;26,02;16030,65;354;37;391
0,35;0,05;0,15;0,2;80;-0,3;0,05;25,37;20867,45;310;81;391
0,35;0,05;0,1;0,05;105;-0,4;-0,08;22,03;15975,29;356;35;391
0,35;0,05;0,15;0,2;80;-0,4;-0,01;19,89;21472,42;308;83;391
0,35;0,05;0,1;0,05;105;-0,3;-0,01;17,76;16081,25;353;38;391
0,35;0,05;0,1;0,05;105;-0,3;-0,08;17,21;16019,13;356;35;391
0,35;0,11;0,1;0,2;60;-0,4;-0,08;-44,81;17132,79;304;87;391
0,35;0,05;0,15;0,25;60;-0,4;-0,08;-58,25;17818,21;287;104;391
0,35;0,11;0,1;0,2;60;-0,4;-0,01;-60,66;17148,64;304;87;391
0,35;0,11;0,1;0,2;60;-0,3;-0,08;-62,75;17135,54;304;87;391
0,35;0,05;0,15;0,25;60;-0,3;-0,08;-63,19;17823,15;287;104;391
0,35;0,05;0,15;0,25;60;-0,4;-0,01;-63,67;17827,35;288;103;391
0,35;0,11;0,1;0,2;60;-0,4;0,05;-64,76;17152,74;304;87;391
0,35;0,05;0,15;0,25;60;-0,3;-0,01;-69,44;17833,12;288;103;391
0,35;0,05;0,15;0,25;60;-0,4;0,05;-75,30;17822,21;288;103;391
0,35;0,11;0,1;0,2;60;-0,3;-0,01;-75,66;17152,80;304;87;391
0,35;0,05;0,15;0,25;60;-0,3;0,05;-80,37;17827,28;288;103;391
0,35;0,11;0,1;0,2;60;-0,3;0,05;-95,81;17156,71;304;87;391
0,35;0,05;0,1;0,2;80;-0,4;-0,08;-99,97;20439,23;315;76;391
0,35;0,05;0,1;0,2;80;-0,4;0,05;-99,99;20449,72;316;75;391
0,35;0,05;0,1;0,2;80;-0,3;-0,08;-101,71;20440,97;315;76;391
0,35;0,05;0,1;0,2;80;-0,3;0,05;-102,53;20452,26;316;75;391
0,35;0,05;0,1;0,2;80;-0,4;-0,01;-108,31;20453,18;315;76;391
0,35;0,05;0,1;0,2;80;-0,3;-0,01;-110,48;20455,35;315;76;391
0,35;0,05;0,1;0,1;60;-0,4;0,05;-125,23;14801,91;326;65;391
0,35;0,05;0,1;0,1;60;-0,4;-0,08;-129,24;14882,57;323;68;391
0,35;0,05;0,1;0,1;60;-0,3;0,05;-133,31;14798,84;326;65;391
0,35;0,05;0,1;0,1;60;-0,3;-0,08;-133,48;14895,77;323;68;391
0,35;0,05;0,1;0,2;105;-0,4;-0,08;-135,18;24410,54;324;67;391
0,35;0,05;0,1;0,2;105;-0,3;-0,08;-135,95;24411,31;324;67;391
0,35;0,05;0,1;0,1;60;-0,4;-0,01;-137,64;14965,34;323;68;391
0,35;0,11;0,1;0,2;105;-0,3;-0,08;-147,67;24867,54;322;69;391
0,35;0,11;0,1;0,2;105;-0,4;-0,08;-148,51;24868,38;322;69;391
0,35;0,05;0,15;0,2;60;-0,3;0,05;-148,95;16937,44;294;97;391
0,35;0,05;0,15;0,1;60;-0,4;0,05;-149,38;14860,70;325;66;391
0,35;0,05;0,15;0,2;60;-0,3;-0,01;-149,74;17199,54;293;98;391
0,35;0,11;0,1;0,25;60;-0,4;-0,08;-150,96;18412,17;294;97;391
0,35;0,05;0,15;0,05;80;-0,4;0,05;-151,00;14670,47;347;44;391
0,35;0,11;0,1;0,25;60;-0,3;-0,08;-153,03;18414,24;294;97;391
0,35;0,05;0,15;0,1;60;-0,4;-0,08;-153,39;14941,36;322;69;391
0,35;0,05;0,15;0,2;60;-0,3;-0,08;-153,48;17109,99;290;101;391
0,35;0,11;0,1;0,25;105;-0,3;-0,08;-153,52;27359,14;314;77;391
0,35;0,11;0,1;0,25;105;-0,4;-0,08;-153,52;27359,14;314;77;391
0,35;0,05;0,15;0,2;60;-0,4;-0,01;-153,61;17190,78;293;98;391
0,35;0,05;0,15;0,05;80;-0,3;0,05;-155,06;14674,54;347;44;391
0,35;0,05;0,1;0,1;60;-0,3;-0,01;-156,82;15002,82;323;68;391
0,35;0,11;0,05;0,2;60;-0,4;-0,08;-156,93;16258,54;323;68;391
0,35;0,05;0,15;0,1;60;-0,3;0,05;-157,74;14857,91;325;66;391
0,35;0,05;0,15;0,1;60;-0,3;-0,08;-157,91;14954,84;322;69;391
0,35;0,05;0,1;0,2;105;-0,4;-0,01;-158,01;24433,37;323;68;391
0,35;0,05;0,1;0,05;80;-0,4;0,05;-158,04;14587,00;347;44;391
0,35;0,05;0,15;0,05;80;-0,4;-0,08;-158,71;14777,72;345;46;391
0,35;0,05;0,1;0,2;105;-0,3;-0,01;-158,75;24434,11;323;68;391
0,35;0,11;0,05;0,2;60;-0,3;-0,08;-158,90;16260,51;323;68;391
0,35;0,05;0,1;0,2;105;-0,4;0,05;-158,94;24434,30;324;67;391
0,35;0,05;0,15;0,05;80;-0,4;-0,01;-159,06;14757,84;343;48;391
0,35;0,11;0,1;0,25;80;-0,4;-0,08;-159,13;22199,49;308;83;391
0,35;0,11;0,1;0,25;60;-0,4;-0,01;-160,29;18426,15;294;97;391
0,35;0,05;0,1;0,2;105;-0,3;0,05;-160,34;24435,70;324;67;391
0,35;0,11;0,1;0,25;80;-0,3;-0,08;-161,23;22201,59;308;83;391
0,35;0,05;0,15;0,1;60;-0,4;-0,01;-161,79;15024,13;322;69;391
0,35;0,05;0,1;0,05;80;-0,3;0,05;-162,13;14591,10;347;44;391
0,35;0,05;0,15;0,05;80;-0,3;-0,08;-162,67;14813,01;345;46;391
0,35;0,11;0,1;0,25;60;-0,3;-0,01;-164,11;18429,97;294;97;391
0,35;0,11;0,1;0,25;60;-0,4;0,05;-164,24;18434,12;295;96;391
0,35;0,05;0,15;0,2;60;-0,4;-0,08;-165,35;17102,84;290;101;391
0,35;0,11;0,05;0,2;60;-0,4;-0,01;-165,50;16267,11;323;68;391
0,35;0,05;0,1;0,05;80;-0,4;-0,08;-165,83;14694,33;345;46;391
0,35;0,05;0,1;0,05;80;-0,4;-0,01;-166,17;14674,44;343;48;391
0,35;0,05;0,15;0,05;80;-0,3;-0,01;-166,90;14814,02;343;48;391
0,35;0,11;0,15;0,25;105;-0,4;-0,08;162,95;28511,60;309;82;391
0,35;0,11;0,15;0,25;105;-0,3;-0,08;162,22;28512,33;309;82;391
0,35;0,11;0,15;0,25;105;-0,4;-0,01;148,25;28542,71;309;82;391
0,35;0,11;0,15;0,25;105;-0,3;-0,01;147,33;28543,63;309;82;391
0,35;0,11;0,15;0,25;105;-0,3;0,05;123,13;28507,52;309;82;391
0,35;0,11;0,15;0,25;105;-0,4;0,05;122,86;28507,79;309;82;391
0,35;0,16;0,15;0,25;105;-0,4;-0,08;110,92;28271,64;305;86;391
0,35;0,16;0,15;0,25;105;-0,3;-0,08;109,27;28273,29;305;86;391
0,35;0,16;0,15;0,25;105;-0,4;-0,01;96,47;28293,91;305;86;391
0,35;0,16;0,15;0,25;105;-0,3;0,05;95,61;28301,54;306;85;391
0,35;0,16;0,15;0,25;105;-0,4;0,05;95,47;28301,68;306;85;391
0,35;0,16;0,15;0,25;105;-0,3;-0,01;94,94;28295,44;305;86;391
0,35;0,16;0,15;0,25;80;-0,3;-0,08;34,00;22395,45;296;95;391
0,35;0,16;0,15;0,25;80;-0,4;-0,08;33,94;22395,51;296;95;391
0,35;0,16;0,15;0,25;80;-0,4;-0,01;15,49;22419,41;296;95;391
0,35;0,16;0,15;0,25;80;-0,3;-0,01;15,07;22419,83;296;95;391
0,35;0,11;0,15;0,25;80;-0,4;-0,08;11,39;22663,74;300;91;391
0,35;0,11;0,15;0,25;80;-0,3;-0,08;10,09;22665,04;300;91;391
0,35;0,11;0,15;0,2;105;-0,3;-0,08;7,32;26776,67;313;78;391
0,35;0,11;0,15;0,2;105;-0,4;-0,08;5,28;26771,38;313;78;391
0,35;0,16;0,15;0,25;80;-0,3;0,05;4,90;22414,72;296;95;391
0,35;0,16;0,15;0,25;80;-0,4;0,05;4,11;22415,51;296;95;391
0,35;0,11;0,15;0,2;60;-0,4;-0,08;-2,01;17377,09;292;99;391
0,35;0,11;0,15;0,25;80;-0,4;-0,01;-5,53;22686,57;300;91;391
0,35;0,11;0,15;0,25;80;-0,3;-0,01;-7,16;22688,20;300;91;391
0,35;0,11;0,15;0,25;80;-0,4;0,05;-15,53;22676,68;300;91;391
0,35;0,11;0,15;0,25;80;-0,3;0,05;-15,63;22676,78;300;91;391
0,35;0,11;0,15;0,2;60;-0,3;-0,08;-24,60;17376,13;292;99;391
0,35;0,11;0,15;0,2;60;-0,4;0,05;-26,31;17192,84;292;99;391
0,35;0,11;0,15;0,2;60;-0,4;-0,01;-37,91;17460,49;291;100;391
0,35;0,11;0,15;0,2;80;-0,4;-0,08;-45,64;21757,19;299;92;391
0,35;0,11;0,15;0,2;105;-0,3;-0,01;-54,59;26968,22;312;79;391
0,35;0,11;0,15;0,2;60;-0,3;0,05;-54,61;17193,66;292;99;391
0,35;0,11;0,15;0,2;80;-0,3;-0,08;-55,35;21760,43;299;92;391
0,35;0,11;0,15;0,2;60;-0,3;-0,01;-59,10;17470,44;291;100;391
0,35;0,11;0,15;0,2;105;-0,3;0,05;-62,46;25542,25;313;78;391
0,35;0,11;0,15;0,2;105;-0,4;0,05;-62,96;25542,75;313;78;391
0,35;0,11;0,15;0,2;105;-0,4;-0,01;-67,06;26957,04;312;79;391
0,35;0,16;0,1;0,05;60;-0,4;0,05;-71,56;16377,90;312;79;391
0,35;0,16;0,1;0,05;60;-0,3;0,05;-81,07;16384,17;312;79;391
0,35;0,16;0,1;0,05;60;-0,4;-0,08;-81,48;16379,42;311;80;391
0,35;0,16;0,15;0,05;60;-0,4;0,05;-81,51;16367,86;304;87;391
0,35;0,11;0,15;0,25;60;-0,4;-0,08;-81,70;18551,21;285;106;391
0,35;0,16;0,1;0,05;60;-0,4;-0,01;-82,88;16385,32;311;80;391
0,35;0,11;0,15;0,2;80;-0,3;0,05;-83,04;21214,09;300;91;391
0,35;0,11;0,15;0,25;60;-0,3;-0,08;-83,34;18552,85;285;106;391
0,35;0,11;0,15;0,2;80;-0,4;0,05;-85,17;21216,22;300;91;391
0,35;0,11;0,15;0,2;80;-0,4;-0,01;-88,06;21846,83;298;93;391
0,35;0,16;0,1;0,05;60;-0,3;-0,08;-89,15;16386,84;311;80;391
0,35;0,16;0,15;0,05;60;-0,4;-0,01;-90,88;16391,07;303;88;391
0,35;0,11;0,15;0,25;60;-0,4;0,05;-90,89;18569,07;286;105;391
0,35;0,16;0,15;0,05;60;-0,3;0,05;-91,53;16374,64;304;87;391
0,35;0,11;0,15;0,25;60;-0,4;-0,01;-92,81;18566,97;285;106;391
0,35;0,11;0,15;0,25;60;-0,3;0,05;-93,38;18571,56;286;105;391
0,35;0,16;0,1;0,05;60;-0,3;-0,01;-95,70;16408,79;311;80;391
0,35;0,11;0,15;0,25;60;-0,3;-0,01;-96,17;18570,33;285;106;391
0,35;0,16;0,15;0,05;60;-0,4;-0,08;-97,41;16379,17;303;88;391
0,35;0,11;0,15;0,2;80;-0,3;-0,01;-98,70;21854,78;298;93;391
0,35;0,16;0,15;0,05;60;-0,3;-0,01;-104,95;16415,79;303;88;391
0,35;0,16;0,15;0,05;60;-0,3;-0,08;-105,27;16386,78;303;88;391
0,35;0,16;0,1;0,1;60;-0,3;-0,08;-105,56;16394,43;306;85;391
0,35;0,16;0,15;0,2;105;-0,3;-0,01;-111,21;26275,11;308;83;391
0,35;0,16;0,1;0,1;60;-0,3;-0,01;-112,88;16465,61;306;85;391
0,35;0,16;0,1;0,1;60;-0,4;0,05;-113,16;16387,24;307;84;391
0,35;0,16;0,1;0,1;60;-0,3;0,05;-117,10;16394,91;307;84;391
0,35;0,16;0,1;0,1;60;-0,4;-0,08;-120,75;16386,27;306;85;391
0,35;0,16;0,1;0,1;60;-0,4;-0,01;-122,56;16424,45;306;85;391
0,35;0,16;0,15;0,2;105;-0,3;-0,08;-129,93;26103,99;308;83;391
0,35;0,16;0,15;0,2;105;-0,4;-0,01;-132,46;26356,34;308;83;391
0,35;0,16;0,15;0,2;105;-0,4;-0,08;-139,30;26144,82;308;83;391
0,35;0,16;0,15;0,1;105;-0,4;0,05;-139,85;22247,22;325;66;391
0,35;0,16;0,05;0,05;60;-0,4;-0,01;-142,17;16231,67;324;67;391
0,35;0,16;0,05;0,05;60;-0,4;0,05;-142,52;16235,92;325;66;391
0,35;0,16;0,15;0,1;105;-0,3;0,05;-143,08;22254,18;325;66;391
0,35;0,16;0,15;0,1;60;-0,3;-0,08;-145,30;16461,70;296;95;391
0,35;0,16;0,05;0,05;60;-0,4;-0,08;-145,43;16230,43;324;67;391
0,35;0,16;0,15;0,1;60;-0,3;-0,01;-145,85;16540,04;296;95;391
0,35;0,16;0,15;0,1;60;-0,4;0,05;-146,11;16443,91;297;94;391
0,35;0,16;0,05;0,05;60;-0,3;0,05;-148,84;16239,00;325;66;391
0,35;0,16;0,05;0,05;60;-0,3;-0,01;-149,73;16252,45;324;67;391
0,35;0,16;0,05;0,05;60;-0,3;-0,08;-150,15;16231,91;324;67;391
0,35;0,16;0,15;0,1;105;-0,3;-0,08;-151,20;22603,23;324;67;391
0,35;0,16;0,15;0,1;60;-0,3;0,05;-151,89;16453,42;297;94;391
0,35;0,16;0,15;0,1;105;-0,3;-0,01;-152,37;22886,03;324;67;391
0,35;0,16;0,15;0,1;60;-0,4;-0,01;-154,02;16497,37;296;95;391
0,35;0,16;0,15;0,2;105;-0,3;0,05;-155,35;25244,35;309;82;391
0,35;0,11;0,15;0,1;60;-0,4;0,05;-156,29;15499,61;314;77;391
0,35;0,16;0,15;0,2;105;-0,4;0,05;-156,55;25245,55;309;82;391
0,35;0,16;0,15;0,1;60;-0,4;-0,08;-159,27;16452,32;296;95;391
0,35;0,16;0,15;0,1;105;-0,4;-0,08;-162,98;22545,62;324;67;391
0,35;0,16;0,15;0,1;80;-0,4;0,05;-164,66;19536,65;314;77;391
0,35;0,16;0,15;0,1;105;-0,4;-0,01;-165,49;22697,20;324;67;391
0,35;0,16;0,15;0,2;60;-0,4;-0,01;-165,87;17511,56;285;106;391
0,35;0,11;0,15;0,1;60;-0,4;-0,08;-166,56;15597,60;313;78;391
0,35;0,16;0,1;0,25;80;-0,4;-0,08;-167,09;21800,79;304;87;391
