Entry Price;Hedge50 Profit;RF Profit;Arb Profit;Budget Limit;Risk Threshold;Target Loss;Total PnL ($);Total Invested ($);Wins;Losses;Total Markets
0,35;0,16;0,1;0,25;80;-0,3;-0,08;-167,46;21801,16;304;87;391
0,35;0,11;0,15;0,1;60;-0,4;-0,01;-167,65;15706,10;313;78;391
0,35;0,16;0,15;0,1;80;-0,3;0,05;-170,47;19546,19;314;77;391
0,35;0,11;0,15;0,1;60;-0,3;0,05;-171,02;15492,62;314;77;391
0,35;0,16;0,05;0,1;60;-0,4;-0,01;-171,37;16174,75;322;69;391
0,35;0,21;0,15;0,2;80;-0,4;-0,08;125,92;21556,72;301;90;391
0,35;0,21;0,15;0,2;80;-0,3;-0,08;118,54;21560,00;301;90;391
0,35;0,21;0,15;0,2;80;-0,3;0,05;91,53;21101,79;302;89;391
0,35;0,21;0,15;0,2;80;-0,4;0,05;90,53;21102,79;302;89;391
0,35;0,21;0,15;0,2;80;-0,4;-0,01;79,55;21664,69;300;91;391
0,35;0,21;0,15;0,2;80;-0,3;-0,01;76,26;21669,60;300;91;391
0,35;0,21;0,1;0,2;80;-0,4;-0,01;35,75;21109,89;310;81;391
0,35;0,21;0,1;0,2;80;-0,4;-0,08;35,41;21098,73;310;81;391
0,35;0,21;0,1;0,2;80;-0,3;-0,01;35,30;21110,34;310;81;391
0,35;0,21;0,1;0,2;80;-0,3;-0,08;32,70;21101,44;310;81;391
0,35;0,21;0,1;0,2;80;-0,3;0,05;11,35;21119,25;311;80;391
0,35;0,21;0,1;0,2;80;-0,4;0,05;10,94;21119,66;311;80;391
0,38;0,01;0,05;0,05;105;-0,4;0,05;-2,44;13762,22;367;24;391
0,38;0,01;0,05;0,05;105;-0,3;0,05;-4,44;13764,05;367;24;391
0,38;0,01;0,05;0,05;105;-0,4;-0,08;-9,48;13965,27;365;26;391
0,38;0,01;0,05;0,05;105;-0,4;-0,01;-9,66;13995,53;364;27;391
0,38;0,01;0,05;0,05;105;-0,3;-0,08;-9,73;14010,10;365;26;391
0,38;0,01;0,05;0,05;105;-0,3;-0,01;-15,63;14095,74;362;29;391
0,35;0,21;0,15;0,1;80;-0,4;0,05;-33,16;21056,47;304;87;391
0,35;0,21;0,15;0,05;80;-0,4;0,05;-35,10;20884,79;306;85;391
0,38;0,01;0,05;0,05;80;-0,4;0,05;-45,95;13143,70;361;30;391
0,38;0,01;0,05;0,05;80;-0,3;0,05;-49,36;13146,94;361;30;391
0,38;0,01;0,05;0,05;80;-0,4;-0,01;-53,50;13290,00;358;33;391
0,35;0,21;0,15;0,1;80;-0,4;-0,08;-53,62;21070,69;303;88;391
0,35;0,21;0,15;0,05;80;-0,4;-0,08;-55,61;20909,86;305;86;391
0,38;0,01;0,05;0,05;80;-0,4;-0,08;-57,41;13278,43;358;33;391
0,35;0,21;0,15;0,05;80;-0,3;0,05;-59,48;20894,22;307;84;391
0,38;0,01;0,05;0,05;80;-0,3;-0,08;-60,25;13267,27;358;33;391
0,38;0,01;0,05;0,05;80;-0,3;-0,01;-61,24;13360,22;357;34;391
0,35;0,21;0,15;0,1;80;-0,3;0,05;-61,61;21061,07;305;86;391
0,35;0,21;0,15;0,1;80;-0,4;-0,01;-62,90;21081,11;303;88;391
0,35;0,21;0,15;0,1;105;-0,4;0,05;-63,09;24758,97;315;76;391
0,35;0,21;0,15;0,05;80;-0,4;-0,01;-63,18;20909,91;305;86;391
0,35;0,21;0,1;0,1;80;-0,4;-0,08;-67,62;21074,01;313;78;391
0,35;0,21;0,1;0,1;80;-0,4;0,05;-68,81;21081,44;314;77;391
0,35;0,21;0,1;0,1;80;-0,4;-0,01;-71,62;21079,15;313;78;391
0,38;0,01;0,05;0,2;105;-0,3;-0,08;-75,86;20231,83;347;44;391
0,38;0,01;0,05;0,2;105;-0,4;-0,08;-76,25;20232,22;347;44;391
0,35;0,21;0,15;0,1;80;-0,3;-0,08;-81,49;21120,87;303;88;391
0,38;0,01;0,05;0,2;105;-0,4;-0,01;-83,30;20239,27;347;44;391
0,38;0,01;0,05;0,2;105;-0,3;-0,01;-83,38;20239,35;347;44;391
0,35;0,21;0,1;0,05;80;-0,4;-0,08;-83,81;20929,18;315;76;391
0,35;0,21;0,1;0,05;80;-0,4;0,05;-84,90;20925,71;316;75;391
0,35;0,21;0,15;0,05;80;-0,3;-0,08;-85,32;20933,20;305;86;391
0,35;0,21;0,1;0,05;80;-0,4;-0,01;-86,89;20924,74;315;76;391
0,38;0,01;0,05;0,2;105;-0,4;0,05;-87,51;20243,48;347;44;391
0,38;0,01;0,05;0,2;105;-0,3;0,05;-88,00;20243,97;347;44;391
0,35;0,21;0,15;0,1;80;-0,3;-0,01;-90,85;21123,11;303;88;391
0,35;0,21;0,15;0,1;105;-0,3;0,05;-91,55;24763,58;316;75;391
0,35;0,21;0,1;0,1;80;-0,3;-0,08;-94,19;21119,67;313;78;391
0,35;0,21;0,15;0,05;80;-0,3;-0,01;-94,75;20956,60;305;86;391
0,35;0,21;0,1;0,1;80;-0,3;-0,01;-96,68;21118,26;313;78;391
0,35;0,21;0,15;0,1;105;-0,4;-0,08;-98,25;24869,22;315;76;391
0,38;0,01;0,05;0,1;60;-0,4;0,05;-104,71;13365,92;342;49;391
0,38;0,01;0,05;0,25;105;-0,3;-0,08;-106,17;21229,12;338;53;391
0,38;0,01;0,05;0,25;105;-0,4;-0,08;-106,17;21229,12;338;53;391
0,38;0,01;0,05;0,1;60;-0,3;0,05;-106,70;13367,91;342;49;391
0,38;0,01;0,05;0,25;105;-0,3;-0,01;-107,55;21239,86;338;53;391
0,38;0,01;0,05;0,25;105;-0,4;-0,01;-107,55;21239,86;338;53;391
0,38;0,01;0,05;0,25;105;-0,3;0,05;-107,94;21248,35;339;52;391
0,38;0,01;0,05;0,25;105;-0,4;0,05;-107,94;21248,35;339;52;391
0,38;0,01;0,05;0,1;60;-0,4;-0,08;-108,41;13383,44;341;50;391
0,38;0,01;0,05;0,1;60;-0,3;-0,08;-108,51;13383,54;341;50;391
0,35;0,21;0,15;0,1;105;-0,4;-0,01;-109,29;24869,10;314;77;391
0,35;0,21;0,1;0,05;80;-0,3;-0,08;-110,31;20949,31;315;76;391
0,38;0,01;0,05;0,1;60;-0,4;-0,01;-110,34;13370,69;341;50;391
0,38;0,01;0,05;0,1;60;-0,3;-0,01;-111,82;13372,17;341;50;391
0,35;0,21;0,1;0,1;80;-0,3;0,05;-112,10;21084,86;314;77;391
0,35;0,21;0,1;0,05;80;-0,3;-0,01;-115,29;20968,26;315;76;391
0,35;0,21;0,15;0,1;105;-0,3;-0,08;-121,33;24982,05;315;76;391
0,38;0,01;0,05;0,2;80;-0,3;-0,08;-121,86;17466,03;335;56;391
0,38;0,01;0,05;0,2;80;-0,4;-0,08;-121,86;17466,03;335;56;391
0,35;0,21;0,1;0,05;80;-0,3;0,05;-123,70;20933,54;316;75;391
0,38;0,01;0,05;0,2;80;-0,3;0,05;-124,45;17480,13;336;55;391
0,38;0,01;0,05;0,2;80;-0,4;0,05;-124,45;17480,13;336;55;391
0,38;0,01;0,05;0,2;80;-0,3;-0,01;-124,50;17474,84;335;56;391
0,38;0,01;0,05;0,2;80;-0,4;-0,01;-124,50;17474,84;335;56;391
0,35;0,21;0,15;0,1;105;-0,3;-0,01;-127,04;25032,77;314;77;391
0,38;0,01;0,05;0,25;80;-0,3;-0,01;-132,81;18231,02;332;59;391
0,38;0,01;0,05;0,25;80;-0,4;-0,01;-132,81;18231,02;332;59;391
0,38;0,01;0,05;0,25;80;-0,3;-0,08;-133,04;18226,76;331;60;391
0,38;0,01;0,05;0,25;80;-0,4;-0,08;-133,04;18226,76;331;60;391
0,38;0,01;0,05;0,25;80;-0,3;0,05;-134,90;18239,11;333;58;391
0,38;0,01;0,05;0,25;80;-0,4;0,05;-134,90;18239,11;333;58;391
0,35;0,21;0,15;0,05;105;-0,4;0,05;-145,02;24385,59;318;73;391
0,35;0,21;0,05;0,05;60;-0,4;-0,08;-152,09;17829,97;319;72;391
0,35;0,21;0,15;0,05;105;-0,3;0,05;-152,95;24352,45;320;71;391
0,35;0,21;0,05;0,05;60;-0,3;-0,08;-155,60;17833,48;318;73;391
0,35;0,21;0,15;0,25;105;-0,4;-0,08;-155,86;27473,77;300;91;391
0,35;0,21;0,15;0,25;105;-0,3;-0,08;-155,91;27473,82;300;91;391
0,35;0,21;0,05;0,05;60;-0,4;-0,01;-156,30;17834,18;319;72;391
0,35;0,21;0,15;0,1;60;-0,3;0,05;-162,64;17348,70;287;104;391
0,35;0,21;0,05;0,05;60;-0,3;-0,01;-162,96;17840,84;318;73;391
0,35;0,21;0,15;0,2;60;-0,4;-0,08;-164,04;17394,63;279;112;391
0,35;0,21;0,05;0,05;60;-0,4;0,05;-164,57;17842,45;319;72;391
0,35;0,21;0,15;0,25;105;-0,3;0,05;-167,44;27499,91;301;90;391
0,35;0,21;0,15;0,25;105;-0,4;0,05;-167,70;27500,17;301;90;391
0,35;0,21;0,15;0,2;60;-0,3;-0,08;-169,55;17400,14;279;112;391
0,35;0,21;0,15;0,25;105;-0,4;-0,01;-169,93;27495,65;300;91;391
0,35;0,21;0,05;0,05;60;-0,3;0,05;-170,01;17847,89;318;73;391
0,38;0,01;0,15;0,2;105;-0,3;0,05;150,52;21731,70;331;60;391
0,38;0,01;0,15;0,2;105;-0,4;0,05;148,28;21733,94;331;60;391
0,38;0,01;0,15;0,25;105;-0,3;0,05;127,44;23569,39;322;69;391
0,38;0,01;0,15;0,25;105;-0,4;0,05;127,44;23569,39;322;69;391
0,38;0,01;0,15;0,2;105;-0,4;-0,01;127,37;22937,64;329;62;391
0,38;0,01;0,15;0,2;105;-0,3;-0,01;122,85;22956,31;329;62;391
0,38;0,01;0,15;0,25;105;-0,3;-0,08;115,38;23563,17;320;71;391
0,38;0,01;0,15;0,25;105;-0,4;-0,08;115,38;23563,17;320;71;391
0,38;0,01;0,15;0,25;105;-0,3;-0,01;113,36;23640,18;320;71;391
0,38;0,01;0,15;0,25;105;-0,4;-0,01;113,36;23640,18;320;71;391
0,38;0,01;0,15;0,2;105;-0,4;-0,08;97,36;22569,69;329;62;391
0,38;0,01;0,15;0,2;105;-0,3;-0,08;94,64;22572,41;329;62;391
0,38;0,01;0,15;0,2;80;-0,3;0,05;92,18;18133,82;318;73;391
0,38;0,01;0,15;0,2;80;-0,4;0,05;88,20;18137,80;318;73;391
0,38;0,01;0,15;0,2;80;-0,4;-0,01;79,54;18815,26;316;75;391
0,38;0,01;0,15;0,2;80;-0,3;-0,01;66,79;18824,92;316;75;391
0,38;0,01;0,15;0,2;80;-0,4;-0,08;55,90;18601,40;316;75;391
0,38;0,01;0,15;0,2;80;-0,3;-0,08;54,81;18602,49;316;75;391
0,38;0,01;0,1;0,2;105;-0,3;-0,08;51,98;21337,00;337;54;391
0,38;0,01;0,1;0,2;105;-0,4;-0,08;51,56;21337,42;337;54;391
0,38;0,05;0,1;0,05;105;-0,4;0,05;45,11;15360,31;359;32;391
0,38;0,01;0,15;0,05;105;-0,4;0,05;40,54;13719,24;367;24;391
0,38;0,01;0,1;0,2;105;-0,3;-0,01;40,18;21348,80;337;54;391
0,38;0,01;0,1;0,2;105;-0,4;-0,01;39,72;21349,26;337;54;391
0,38;0,05;0,1;0,05;105;-0,3;0,05;39,20;15354,17;359;32;391
0,38;0,01;0,1;0,2;105;-0,4;0,05;38,69;21350,29;337;54;391
0,38;0,01;0,1;0,2;105;-0,3;0,05;38,47;21350,51;337;54;391
0,38;0,01;0,15;0,05;105;-0,3;0,05;37,99;13721,62;367;24;391
0,38;0,01;0,1;0,05;105;-0,4;0,05;34,46;13725,32;367;24;391
0,38;0,01;0,15;0,05;105;-0,4;-0,08;32,67;13923,12;365;26;391
0,38;0,01;0,15;0,05;105;-0,4;-0,01;32,60;13953,27;364;27;391
0,38;0,01;0,15;0,05;105;-0,3;-0,08;32,36;13968,01;365;26;391
0,38;0,01;0,1;0,05;105;-0,3;0,05;31,91;13727,70;367;24;391
0,38;0,01;0,1;0,05;105;-0,4;-0,08;26,59;13929,20;365;26;391
0,38;0,05;0,1;0,05;105;-0,4;-0,01;26,58;15594,54;359;32;391
0,38;0,01;0,1;0,05;105;-0,4;-0,01;26,52;13959,35;364;27;391
0,38;0,01;0,1;0,05;105;-0,3;-0,08;26,28;13974,09;365;26;391
0,38;0,01;0,15;0,05;105;-0,3;-0,01;25,61;14054,50;362;29;391
0,38;0,01;0,1;0,05;105;-0,3;-0,01;19,53;14060,58;362;29;391
0,38;0,05;0,05;0,2;105;-0,3;-0,08;18,85;21122,56;348;43;391
0,38;0,05;0,05;0,2;105;-0,4;-0,08;18,85;21122,56;348;43;391
0,38;0,05;0,05;0,05;105;-0,4;0,05;18,12;15086,85;362;29;391
0,38;0,05;0,1;0,05;105;-0,3;-0,01;16,08;15675,51;357;34;391
0,38;0,05;0,1;0,05;105;-0,4;-0,08;14,26;15613,04;359;32;391
0,38;0,05;0,05;0,05;105;-0,3;0,05;12,56;15080,36;362;29;391
0,38;0,05;0,05;0,25;80;-0,3;-0,08;9,51;19271,16;336;55;391
0,38;0,05;0,05;0,25;80;-0,4;-0,08;9,51;19271,16;336;55;391
0,38;0,05;0,05;0,2;105;-0,3;-0,01;9,37;21132,04;348;43;391
0,38;0,05;0,05;0,2;105;-0,4;-0,01;9,37;21132,04;348;43;391
0,38;0,05;0,1;0,05;105;-0,3;-0,08;6,66;15637,95;358;33;391
0,38;0,05;0,05;0,2;105;-0,3;0,05;4,25;21137,16;348;43;391
0,38;0,05;0,05;0,2;105;-0,4;0,05;4,25;21137,16;348;43;391
0,38;0,05;0,05;0,25;80;-0,3;-0,01;3,36;19278,26;336;55;391
0,38;0,05;0,05;0,25;80;-0,4;-0,01;3,36;19278,26;336;55;391
0,38;0,05;0,05;0,05;105;-0,4;-0,01;-2,44;15293,24;362;29;391
0,38;0,01;0,15;0,2;60;-0,4;0,05;-4,85;14919,13;306;85;391
0,38;0,05;0,05;0,25;80;-0,3;0,05;-6,35;19246,34;336;55;391
0,38;0,05;0,05;0,25;80;-0,4;0,05;-6,35;19246,34;336;55;391
0,38;0,01;0,15;0,2;60;-0,3;0,05;-7,36;14921,64;306;85;391
0,38;0,05;0,05;0,05;105;-0,3;-0,01;-10,10;15371,37;360;31;391
0,38;0,05;0,05;0,05;105;-0,4;-0,08;-12,11;15313,77;362;29;391
0,38;0,05;0,05;0,2;80;-0,3;-0,08;-14,04;18259,22;337;54;391
0,38;0,05;0,05;0,2;80;-0,4;-0,08;-14,04;18259,22;337;54;391
0,38;0,01;0,15;0,2;60;-0,4;-0,01;-17,59;15168,22;304;87;391
0,38;0,01;0,15;0,1;60;-0,4;0,05;-18,73;13743,21;336;55;391
0,38;0,05;0,05;0,05;105;-0,3;-0,08;-19,46;15338,43;361;30;391
0,38;0,05;0,05;0,2;80;-0,3;-0,01;-20,18;18265,36;337;54;391
0,38;0,05;0,05;0,2;80;-0,4;-0,01;-20,18;18265,36;337;54;391
0,38;0,05;0,1;0,2;105;-0,4;-0,08;-21,80;23365,89;328;63;391
0,38;0,05;0,1;0,2;105;-0,3;-0,08;-22,30;23366,39;328;63;391
0,38;0,01;0,1;0,1;60;-0,4;0,05;-22,55;13747,03;336;55;391
0,38;0,05;0,05;0,2;80;-0,3;0,05;-23,95;18269,13;337;54;391
0,38;0,05;0,05;0,2;80;-0,4;0,05;-23,95;18269,13;337;54;391
0,38;0,01;0,1;0,05;80;-0,4;0,05;-24,30;13122,05;361;30;391
0,38;0,01;0,15;0,05;80;-0,4;0,05;-24,35;13122,10;361;30;391
0,38;0,01;0,15;0,2;60;-0,4;-0,08;-24,78;15098,44;303;88;391
0,38;0,01;0,1;0,05;80;-0,3;0,05;-27,28;13124,86;361;30;391
0,38;0,01;0,15;0,05;80;-0,3;0,05;-27,33;13124,91;361;30;391
0,38;0,01;0,15;0,1;60;-0,3;0,05;-28,34;13741,70;336;55;391
0,38;0,01;0,1;0,1;60;-0,3;0,05;-31,48;13744,84;336;55;391
0,38;0,01;0,1;0,05;80;-0,4;-0,01;-32,20;13268,70;358;33;391
0,38;0,01;0,15;0,05;80;-0,4;-0,01;-32,25;13268,75;358;33;391
0,38;0,01;0,15;0,2;60;-0,3;-0,08;-34,15;15107,81;303;88;391
0,38;0,01;0,15;0,1;60;-0,4;-0,01;-35,70;13829,19;334;57;391
0,38;0,01;0,1;0,05;80;-0,4;-0,08;-36,35;13257,37;358;33;391
0,38;0,01;0,15;0,05;80;-0,4;-0,08;-36,41;13257,43;358;33;391
0,38;0,01;0,15;0,2;60;-0,3;-0,01;-36,44;15187,07;304;87;391
0,38;0,01;0,15;0,1;60;-0,4;-0,08;-36,69;13826,54;334;57;391
0,38;0,01;0,1;0,2;80;-0,3;-0,08;-36,98;17916,47;323;68;391
0,38;0,01;0,1;0,2;80;-0,4;-0,08;-37,02;17916,51;323;68;391
0,38;0,01;0,1;0,2;80;-0,3;0,05;-37,72;17928,72;324;67;391
0,38;0,01;0,1;0,2;80;-0,4;0,05;-38,06;17929,06;324;67;391
0,38;0,05;0,1;0,2;105;-0,4;-0,01;-38,40;23382,49;328;63;391
0,38;0,01;0,1;0,05;80;-0,3;-0,08;-38,42;13245,44;358;33;391
0,38;0,01;0,15;0,05;80;-0,3;-0,08;-38,48;13245,50;358;33;391
0,38;0,05;0,1;0,2;105;-0,3;-0,01;-38,87;23382,96;328;63;391
0,38;0,01;0,1;0,1;60;-0,4;-0,01;-39,52;13833,01;334;57;391
0,38;0,01;0,1;0,05;80;-0,3;-0,01;-39,64;13338,62;357;34;391
0,38;0,01;0,15;0,05;80;-0,3;-0,01;-39,69;13338,67;357;34;391
0,38;0,01;0,1;0,1;60;-0,4;-0,08;-40,52;13830,37;334;57;391
0,38;0,11;0,15;0,2;105;-0,4;-0,01;178,42;25657,20;318;73;391
0,38;0,11;0,15;0,2;105;-0,3;-0,01;168,76;25722,14;318;73;391
0,38;0,11;0,15;0,2;105;-0,4;-0,08;155,82;25142,20;318;73;391
0,38;0,11;0,15;0,2;105;-0,3;-0,08;152,36;25150,20;318;73;391
0,38;0,11;0,15;0,2;105;-0,3;0,05;147,37;24548,88;319;72;391
0,38;0,11;0,05;0,2;105;-0,3;-0,08;144,61;21567,48;348;43;391
0,38;0,11;0,05;0,2;105;-0,4;-0,08;144,61;21567,48;348;43;391
0,38;0,11;0,15;0,2;105;-0,4;0,05;143,75;24552,50;319;72;391
0,38;0,11;0,05;0,2;105;-0,4;-0,01;140,92;21572,96;348;43;391
0,38;0,11;0,05;0,2;105;-0,3;-0,01;138,90;21574,98;348;43;391
0,38;0,11;0,05;0,2;105;-0,3;0,05;123,44;21541,68;348;43;391
0,38;0,11;0,05;0,2;105;-0,4;0,05;123,44;21541,68;348;43;391
0,38;0,11;0,1;0,2;105;-0,3;-0,08;117,45;24002,52;327;64;391
0,38;0,11;0,1;0,2;105;-0,4;-0,08;117,45;24002,52;327;64;391
0,38;0,11;0,1;0,2;105;-0,4;-0,01;107,46;24014,30;327;64;391
0,38;0,11;0,1;0,2;105;-0,3;-0,01;105,44;24016,32;327;64;391
0,38;0,11;0,1;0,2;105;-0,3;0,05;92,28;23980,72;327;64;391
0,38;0,11;0,1;0,2;105;-0,4;0,05;92,15;23980,85;327;64;391
0,38;0,11;0,15;0,25;80;-0,4;-0,08;71,06;21995,31;299;92;391
0,38;0,11;0,15;0,25;80;-0,3;-0,08;69,16;21997,21;299;92;391
0,38;0,11;0,15;0,25;80;-0,4;0,05;63,40;22005,61;300;91;391
0,38;0,11;0,15;0,25;80;-0,3;0,05;62,69;22006,32;300;91;391
0,38;0,05;0,15;0,2;105;-0,3;-0,01;61,35;25179,77;320;71;391
0,38;0,11;0,15;0,25;80;-0,4;-0,01;59,55;22014,93;299;92;391
0,38;0,05;0,15;0,2;105;-0,4;-0,01;58,76;25161,16;320;71;391
0,38;0,11;0,15;0,25;80;-0,3;-0,01;57,15;22017,33;299;92;391
0,38;0,05;0,15;0,25;105;-0,3;-0,08;51,93;26217,25;311;80;391
0,38;0,05;0,15;0,25;105;-0,4;-0,08;51,93;26217,25;311;80;391
0,38;0,05;0,15;0,2;80;-0,3;0,05;49,67;20002,78;309;82;391
0,38;0,05;0,15;0,2;80;-0,4;-0,01;49,42;20806,35;307;84;391
0,38;0,05;0,15;0,2;80;-0,4;0,05;47,38;20005,07;309;82;391
0,38;0,05;0,15;0,2;105;-0,3;0,05;47,33;23878,24;321;70;391
0,38;0,05;0,15;0,05;105;-0,4;0,05;46,71;15380,32;359;32;391
0,38;0,05;0,15;0,2;105;-0,4;0,05;44,35;23881,22;321;70;391
0,38;0,05;0,15;0,25;105;-0,3;-0,01;42,93;26241,17;311;80;391
0,38;0,05;0,15;0,25;105;-0,4;-0,01;42,93;26241,17;311;80;391
0,38;0,05;0,15;0,05;105;-0,3;0,05;40,80;15374,18;359;32;391
0,38;0,05;0,15;0,2;105;-0,4;-0,08;39,66;24394,13;320;71;391
0,38;0,05;0,15;0,25;80;-0,3;-0,01;35,95;21428,29;301;90;391
0,38;0,05;0,15;0,2;80;-0,4;-0,08;35,65;20341,99;308;83;391
0,38;0,05;0,15;0,2;105;-0,3;-0,08;35,34;24398,45;320;71;391
0,38;0,05;0,15;0,25;80;-0,4;-0,01;35,04;21429,20;301;90;391
0,38;0,05;0,15;0,2;80;-0,3;-0,08;33,46;20344,18;308;83;391
0,38;0,05;0,15;0,2;80;-0,3;-0,01;29,76;20810,76;307;84;391
0,38;0,05;0,15;0,25;80;-0,3;-0,08;28,78;21415,86;301;90;391
0,38;0,05;0,15;0,25;80;-0,4;-0,08;27,89;21416,75;301;90;391
0,38;0,05;0,15;0,05;105;-0,4;-0,01;27,65;15615,08;359;32;391
0,38;0,05;0,15;0,25;105;-0,3;0,05;26,15;26183,43;312;79;391
0,38;0,05;0,15;0,25;105;-0,4;0,05;26,15;26183,43;312;79;391
0,38;0,05;0,15;0,25;80;-0,3;0,05;25,10;21391,48;303;88;391
0,38;0,05;0,15;0,25;80;-0,4;0,05;24,38;21392,20;303;88;391
0,38;0,11;0,15;0,25;105;-0,4;-0,08;17,53;26977,37;306;85;391
0,38;0,05;0,15;0,05;105;-0,3;-0,01;17,15;15696,05;357;34;391
0,38;0,11;0,15;0,25;105;-0,3;-0,08;16,80;26978,10;306;85;391
0,38;0,05;0,15;0,05;105;-0,4;-0,08;15,64;15633,27;359;32;391
0,38;0,11;0,15;0,2;80;-0,4;-0,01;12,23;20968,12;302;89;391
0,38;0,05;0,15;0,05;105;-0,3;-0,08;8,04;15658,18;358;33;391
0,38;0,11;0,15;0,25;105;-0,4;-0,01;5,45;27000,63;306;85;391
0,38;0,11;0,05;0,25;80;-0,3;-0,08;5,36;19797,52;334;57;391
0,38;0,11;0,05;0,25;80;-0,4;-0,08;5,36;19797,52;334;57;391
0,38;0,11;0,15;0,25;105;-0,3;-0,01;4,53;27001,55;306;85;391
0,38;0,11;0,15;0,2;80;-0,3;0,05;3,96;20310,39;303;88;391
0,38;0,11;0,15;0,2;80;-0,4;0,05;2,07;20312,28;303;88;391
0,38;0,11;0,05;0,25;80;-0,3;-0,01;0,12;19802,76;334;57;391
0,38;0,11;0,05;0,25;80;-0,4;-0,01;0,12;19802,76;334;57;391
0,38;0,11;0,05;0,25;80;-0,3;0,05;-5,93;19808,81;334;57;391
0,38;0,11;0,05;0,25;80;-0,4;0,05;-5,93;19808,81;334;57;391
0,38;0,11;0,15;0,25;105;-0,3;0,05;-6,12;26959,88;307;84;391
0,38;0,11;0,15;0,25;105;-0,4;0,05;-6,12;26959,88;307;84;391
0,38;0,11;0,15;0,2;80;-0,3;-0,01;-8,33;20999,20;302;89;391
0,38;0,11;0,15;0,2;80;-0,4;-0,08;-11,43;20619,32;302;89;391
0,38;0,11;0,15;0,2;80;-0,3;-0,08;-16,81;20624,70;302;89;391
0,38;0,11;0,05;0,05;60;-0,4;0,05;-25,03;14364,62;343;48;391
0,38;0,11;0,1;0,1;60;-0,4;0,05;-25,32;15194,30;324;67;391
0,38;0,11;0,1;0,1;60;-0,4;-0,01;-27,56;15348,09;323;68;391
0,38;0,11;0,1;0,1;60;-0,4;-0,08;-29,14;15264,55;323;68;391
0,38;0,11;0,15;0,1;60;-0,4;0,05;-29,79;15244,12;321;70;391
0,38;0,11;0,05;0,05;60;-0,4;-0,08;-30,52;14374,14;342;49;391
0,38;0,11;0,05;0,05;60;-0,4;-0,01;-31,32;14366,99;341;50;391
0,38;0,11;0,15;0,1;60;-0,4;-0,01;-33,30;15399,18;320;71;391
0,38;0,11;0,1;0,1;60;-0,3;0,05;-33,42;15188,88;324;67;391
0,38;0,11;0,15;0,1;60;-0,4;-0,08;-33,66;15314,42;320;71;391
0,38;0,11;0,05;0,05;60;-0,3;0,05;-34,06;14373,65;343;48;391
0,38;0,11;0,05;0,05;60;-0,3;-0,08;-35,89;14391,35;342;49;391
0,38;0,11;0,1;0,1;60;-0,3;-0,08;-36,09;15273,11;323;68;391
0,38;0,11;0,15;0,1;60;-0,3;0,05;-37,40;15238,21;321;70;391
0,38;0,11;0,1;0,1;60;-0,3;-0,01;-38,38;15390,02;323;68;391
0,38;0,11;0,15;0,1;60;-0,3;-0,08;-41,19;15323,56;320;71;391
0,38;0,11;0,05;0,05;60;-0,3;-0,01;-44,17;14409,03;341;50;391
0,38;0,11;0,15;0,1;60;-0,3;-0,01;-45,53;15442,52;320;71;391
0,38;0,11;0,05;0,1;60;-0,4;0,05;-59,62;14611,31;338;53;391
0,38;0,11;0,05;0,1;60;-0,4;-0,08;-60,79;14623,04;337;54;391
0,38;0,11;0,05;0,1;60;-0,3;-0,08;-63,06;14625,31;337;54;391
0,38;0,11;0,05;0,1;60;-0,4;-0,01;-63,13;14610,83;337;54;391
0,38;0,11;0,05;0,1;60;-0,3;0,05;-63,54;14615,23;338;53;391
